Year,Rating,Dependent_Group,Dependent_Status,Category,Added_Item,Monthly_Rate_USD,Has_Spouse,Parent_Count,Has_Child
2025,10,All,All,Basic,,175.51,False,0,False
2025,20,All,All,Basic,,346.95,False,0,False
2025,30,No children,Veteran alone (no dependents),Basic,,537.42,False,0,False
2025,40,No children,Veteran alone (no dependents),Basic,,774.16,False,0,False
2025,50,No children,Veteran alone (no dependents),Basic,,1102.04,False,0,False
2025,60,No children,Veteran alone (no dependents),Basic,,1395.93,False,0,False
2025,30,No children,With spouse (no parents or children),Basic,,601.42,True,0,False
2025,40,No children,With spouse (no parents or children),Basic,,859.16,True,0,False
2025,50,No children,With spouse (no parents or children),Basic,,1208.04,True,0,False
2025,60,No children,With spouse (no parents or children),Basic,,1523.93,True,0,False
2025,30,No children,With spouse and 1 parent (no children),Basic,,652.42,True,1,False
2025,40,No children,With spouse and 1 parent (no children),Basic,,927.16,True,1,False
2025,50,No children,With spouse and 1 parent (no children),Basic,,1293.04,True,1,False
2025,60,No children,With spouse and 1 parent (no children),Basic,,1625.93,True,1,False
2025,30,No children,With spouse and 2 parents (no children),Basic,,703.42,True,2,False
2025,40,No children,With spouse and 2 parents (no children),Basic,,995.16,True,2,False
2025,50,No children,With spouse and 2 parents (no children),Basic,,1378.04,True,2,False
2025,60,No children,With spouse and 2 parents (no children),Basic,,1727.93,True,2,False
2025,30,No children,With 1 parent (no spouse or children),Basic,,588.42,False,1,False
2025,40,No children,With 1 parent (no spouse or children),Basic,,842.16,False,1,False
2025,50,No children,With 1 parent (no spouse or children),Basic,,1187.04,False,1,False
2025,60,No children,With 1 parent (no spouse or children),Basic,,1497.93,False,1,False
2025,30,No children,With 2 parents (no spouse or children),Basic,,639.42,False,2,False
2025,40,No children,With 2 parents (no spouse or children),Basic,,910.16,False,2,False
2025,50,No children,With 2 parents (no spouse or children),Basic,,1272.04,False,2,False
2025,60,No children,With 2 parents (no spouse or children),Basic,,1599.93,False,2,False
2025,30,,,Added,Each additional child under age 18,31.0,,,
2025,40,,,Added,Each additional child under age 18,42.0,,,
2025,50,,,Added,Each additional child under age 18,53.0,,,
2025,60,,,Added,Each additional child under age 18,63.0,,,
2025,30,,,Added,Each additional child over age 18 in a qualifying school program,102.0,,,
2025,40,,,Added,Each additional child over age 18 in a qualifying school program,137.0,,,
2025,50,,,Added,Each additional child over age 18 in a qualifying school program,171.0,,,
2025,60,,,Added,Each additional child over age 18 in a qualifying school program,205.0,,,
2025,30,,,Added,Spouse receiving Aid and Attendance,58.0,,,
2025,40,,,Added,Spouse receiving Aid and Attendance,78.0,,,
2025,50,,,Added,Spouse receiving Aid and Attendance,98.0,,,
2025,60,,,Added,Spouse receiving Aid and Attendance,117.0,,,
2025,70,No children,Veteran alone (no dependents),Basic,,1759.19,False,0,False
2025,80,No children,Veteran alone (no dependents),Basic,,2044.89,False,0,False
2025,90,No children,Veteran alone (no dependents),Basic,,2297.96,False,0,False
2025,100,No children,Veteran alone (no dependents),Basic,,3831.3,False,0,False
2025,70,No children,With spouse (no parents or children),Basic,,1908.19,True,0,False
2025,80,No children,With spouse (no parents or children),Basic,,2214.89,True,0,False
2025,90,No children,With spouse (no parents or children),Basic,,2489.96,True,0,False
2025,100,No children,With spouse (no parents or children),Basic,,4044.91,True,0,False
2025,70,No children,With spouse and 1 parent (no children),Basic,,2028.19,True,1,False
2025,80,No children,With spouse and 1 parent (no children),Basic,,2351.89,True,1,False
